Amount,Category,Reason,Mood,Date,User ID
771521,Tersier,Terencana,Baik,2034-09-02,10
188366,Primer,Luxury,Baik,2034-09-03,17
39585,Tersier,Sial,Senang,2034-09-04,11
259344,Primer,Terencana,Senang,2034-09-05,1
560299,Tidak Terduga,Kewajiban,Senang,2034-09-06,1
508160,Tersier,Sial,Senang,2034-09-07,15
421329,Primer,Gaya Hidup,Baik,2034-09-08,5
93386,Tersier,Kewajiban,Baik,2034-09-09,17
677847,Sekunder,Luxury,Baik,2034-09-10,17
698706,Primer,Irasional,Senang,2034-09-11,19
729143,Primer,Gaya Hidup,Senang,2034-09-12,11
676467,Tidak Terduga,Gaya Hidup,Senang,2034-09-13,19
987089,Tidak Terduga,Terencana,Buruk,2034-09-14,6
536676,Tidak Terduga,Teratur,Buruk,2034-09-15,15
721309,Tersier,Kewajiban,Buruk,2034-09-16,9
541552,Primer,Sial,Buruk,2034-09-17,3
46495,Tersier,Teratur,Senang,2034-09-18,3
36933,Primer,Luxury,Senang,2034-09-19,14
588065,Tidak Terduga,Terencana,Senang,2034-09-20,18
608440,Tersier,Terencana,Buruk,2034-09-21,1
461319,Sekunder,Esensial,Buruk,2034-09-22,14
42426,Sekunder,Gaya Hidup,Senang,2034-09-23,19
47538,Primer,Kewajiban,Senang,2034-09-24,4
585134,Tersier,Luxury,Senang,2034-09-25,20
787273,Tersier,Luxury,Tidak Baik,2034-09-26,13
318086,Primer,Sial,Baik,2034-09-27,4
591762,Primer,Teratur,Tidak Baik,2034-09-28,6
330614,Tidak Terduga,Gaya Hidup,Buruk,2034-09-29,16
47975,Primer,Luxury,Senang,2034-09-30,13
556611,Tidak Terduga,Sial,Tidak Baik,2034-10-01,13
882657,Tersier,Teratur,Senang,2034-10-02,5
761758,Sekunder,Sial,Baik,2034-10-03,1
736774,Sekunder,Luxury,Tidak Baik,2034-10-04,18
481488,Tidak Terduga,Luxury,Tidak Baik,2034-10-05,2
875328,Primer,Teratur,Baik,2034-10-06,17
983966,Primer,Terencana,Senang,2034-10-07,5
217974,Sekunder,Terencana,Senang,2034-10-08,1
142214,Sekunder,Esensial,Buruk,2034-10-09,8
992643,Tidak Terduga,Gaya Hidup,Tidak Baik,2034-10-10,20
130992,Tidak Terduga,Kewajiban,Buruk,2034-10-11,4
579857,Tersier,Irasional,Baik,2034-10-12,15
186130,Sekunder,Irasional,Baik,2034-10-13,2
282674,Primer,Irasional,Tidak Baik,2034-10-14,6
231255,Tersier,Sial,Tidak Baik,2034-10-15,14
679887,Tidak Terduga,Esensial,Buruk,2034-10-16,7
582029,Tidak Terduga,Esensial,Tidak Baik,2034-10-17,9
294679,Tersier,Luxury,Senang,2034-10-18,9
884814,Sekunder,Esensial,Senang,2034-10-19,9
401658,Tersier,Irasional,Senang,2034-10-20,7
310310,Primer,Esensial,Baik,2034-10-21,11
863551,Tersier,Luxury,Senang,2034-10-22,20
446176,Sekunder,Sial,Buruk,2034-10-23,13
112857,Tidak Terduga,Terencana,Buruk,2034-10-24,6
421172,Tidak Terduga,Luxury,Baik,2034-10-25,9
455750,Tidak Terduga,Kewajiban,Senang,2034-10-26,11
511294,Tidak Terduga,Kewajiban,Tidak Baik,2034-10-27,17
622447,Tersier,Kewajiban,Tidak Baik,2034-10-28,16
285021,Tidak Terduga,Kewajiban,Tidak Baik,2034-10-29,1
761105,Primer,Gaya Hidup,Buruk,2034-10-30,3
266828,Tidak Terduga,Kewajiban,Buruk,2034-10-31,6
344546,Tersier,Sial,Senang,2034-11-01,1
747269,Sekunder,Teratur,Tidak Baik,2034-11-02,10
898286,Tidak Terduga,Kewajiban,Senang,2034-11-03,5
919053,Tidak Terduga,Irasional,Senang,2034-11-04,10
114532,Primer,Terencana,Buruk,2034-11-05,6
715491,Primer,Sial,Buruk,2034-11-06,12
929908,Tersier,Sial,Buruk,2034-11-07,7
711463,Tidak Terduga,Gaya Hidup,Buruk,2034-11-08,14
826483,Sekunder,Luxury,Tidak Baik,2034-11-09,20
63223,Sekunder,Kewajiban,Senang,2034-11-10,1
128042,Tidak Terduga,Gaya Hidup,Senang,2034-11-11,19
454965,Primer,Luxury,Senang,2034-11-12,3
427687,Tersier,Sial,Buruk,2034-11-13,5
425490,Tidak Terduga,Irasional,Tidak Baik,2034-11-14,8
609549,Tidak Terduga,Esensial,Tidak Baik,2034-11-15,15
529127,Primer,Irasional,Senang,2034-11-16,12
88840,Tidak Terduga,Terencana,Senang,2034-11-17,8
697678,Tersier,Esensial,Baik,2034-11-18,1
39909,Sekunder,Irasional,Tidak Baik,2034-11-19,6
766986,Sekunder,Esensial,Senang,2034-11-20,18
209708,Tersier,Esensial,Buruk,2034-11-21,9
116702,Sekunder,Teratur,Tidak Baik,2034-11-22,19
554139,Tidak Terduga,Luxury,Senang,2034-11-23,15
916392,Tersier,Irasional,Buruk,2034-11-24,13
484987,Primer,Gaya Hidup,Tidak Baik,2034-11-25,2
706234,Primer,Terencana,Buruk,2034-11-26,8
852478,Primer,Teratur,Senang,2034-11-27,20
377362,Primer,Luxury,Senang,2034-11-28,13
623343,Tidak Terduga,Sial,Tidak Baik,2034-11-29,15
929636,Tidak Terduga,Teratur,Baik,2034-11-30,1
129994,Primer,Luxury,Buruk,2034-12-01,5
968256,Tidak Terduga,Gaya Hidup,Buruk,2034-12-02,10
583815,Tersier,Teratur,Baik,2034-12-03,8
993800,Tersier,Gaya Hidup,Tidak Baik,2034-12-04,13
74618,Tersier,Teratur,Baik,2034-12-05,11
270927,Primer,Terencana,Buruk,2034-12-06,5
251686,Primer,Gaya Hidup,Buruk,2034-12-07,10
975053,Primer,Kewajiban,Baik,2034-12-08,2
940286,Tidak Terduga,Esensial,Buruk,2034-12-09,12
755916,Sekunder,Esensial,Buruk,2034-12-10,12
960668,Sekunder,Gaya Hidup,Senang,2034-12-11,8
624316,Tidak Terduga,Luxury,Baik,2034-12-12,14
528598,Primer,Kewajiban,Buruk,2034-12-13,9
314263,Primer,Luxury,Senang,2034-12-14,17
78823,Tidak Terduga,Luxury,Buruk,2034-12-15,3
999051,Tersier,Teratur,Buruk,2034-12-16,18
107959,Tersier,Teratur,Senang,2034-12-17,15
747675,Tidak Terduga,Teratur,Tidak Baik,2034-12-18,12
323992,Tidak Terduga,Terencana,Senang,2034-12-19,9
972996,Tersier,Gaya Hidup,Tidak Baik,2034-12-20,1
599408,Tersier,Irasional,Buruk,2034-12-21,8
620882,Sekunder,Terencana,Baik,2034-12-22,13
720077,Sekunder,Teratur,Tidak Baik,2034-12-23,9
64500,Sekunder,Teratur,Buruk,2034-12-24,17
218066,Primer,Luxury,Senang,2034-12-25,18
921737,Tersier,Esensial,Buruk,2034-12-26,5
359761,Primer,Gaya Hidup,Buruk,2034-12-27,4
46418,Tidak Terduga,Sial,Senang,2034-12-28,12
247221,Primer,Kewajiban,Baik,2034-12-29,19
645551,Primer,Irasional,Baik,2034-12-30,15
181195,Tidak Terduga,Esensial,Senang,2034-12-31,16
818795,Primer,Sial,Senang,2035-01-01,8
890556,Primer,Teratur,Baik,2035-01-02,17
777332,Sekunder,Irasional,Buruk,2035-01-03,12
890778,Tidak Terduga,Esensial,Tidak Baik,2035-01-04,9
447643,Tidak Terduga,Sial,Buruk,2035-01-05,13
110674,Tidak Terduga,Sial,Baik,2035-01-06,14
343814,Tidak Terduga,Irasional,Buruk,2035-01-07,5
200341,Tersier,Teratur,Senang,2035-01-08,7
621353,Tersier,Teratur,Tidak Baik,2035-01-09,5
282153,Tidak Terduga,Irasional,Senang,2035-01-10,8
624223,Tersier,Kewajiban,Senang,2035-01-11,14
905194,Primer,Kewajiban,Tidak Baik,2035-01-12,2
920704,Sekunder,Gaya Hidup,Baik,2035-01-13,13
438060,Sekunder,Kewajiban,Senang,2035-01-14,13
739922,Primer,Gaya Hidup,Buruk,2035-01-15,15
970075,Sekunder,Teratur,Tidak Baik,2035-01-16,20
596820,Primer,Kewajiban,Tidak Baik,2035-01-17,20
377843,Primer,Sial,Tidak Baik,2035-01-18,17
432491,Sekunder,Luxury,Senang,2035-01-19,14
822313,Primer,Luxury,Buruk,2035-01-20,10
805679,Sekunder,Irasional,Buruk,2035-01-21,19
176748,Tidak Terduga,Teratur,Buruk,2035-01-22,3
858897,Sekunder,Teratur,Tidak Baik,2035-01-23,5
752794,Sekunder,Kewajiban,Senang,2035-01-24,12
789340,Tidak Terduga,Luxury,Baik,2035-01-25,19
112237,Sekunder,Sial,Buruk,2035-01-26,10
555119,Primer,Terencana,Tidak Baik,2035-01-27,19
811667,Tersier,Kewajiban,Buruk,2035-01-28,16
392659,Tidak Terduga,Sial,Baik,2035-01-29,6
86304,Sekunder,Esensial,Senang,2035-01-30,5
132430,Tidak Terduga,Esensial,Senang,2035-01-31,2
488320,Tidak Terduga,Irasional,Baik,2035-02-01,9
273420,Primer,Irasional,Tidak Baik,2035-02-02,6
909414,Primer,Irasional,Senang,2035-02-03,20
109710,Sekunder,Kewajiban,Buruk,2035-02-04,17
387137,Sekunder,Luxury,Baik,2035-02-05,13
664565,Tidak Terduga,Luxury,Buruk,2035-02-06,6
836360,Tidak Terduga,Terencana,Tidak Baik,2035-02-07,6
673684,Tidak Terduga,Kewajiban,Baik,2035-02-08,14
654540,Primer,Irasional,Baik,2035-02-09,19
445973,Tidak Terduga,Terencana,Baik,2035-02-10,20
841131,Sekunder,Teratur,Buruk,2035-02-11,5
372230,Sekunder,Kewajiban,Tidak Baik,2035-02-12,1
61064,Tersier,Irasional,Senang,2035-02-13,13
694926,Tidak Terduga,Sial,Buruk,2035-02-14,14
316604,Primer,Esensial,Senang,2035-02-15,13
851609,Tersier,Terencana,Tidak Baik,2035-02-16,3
502436,Primer,Luxury,Tidak Baik,2035-02-17,15
544435,Primer,Esensial,Tidak Baik,2035-02-18,19
269220,Tidak Terduga,Gaya Hidup,Baik,2035-02-19,19
403095,Tidak Terduga,Teratur,Senang,2035-02-20,14
609902,Tidak Terduga,Gaya Hidup,Tidak Baik,2035-02-21,6
423663,Tersier,Esensial,Tidak Baik,2035-02-22,7
482825,Primer,Gaya Hidup,Tidak Baik,2035-02-23,12
224760,Tidak Terduga,Gaya Hidup,Buruk,2035-02-24,13
742711,Tidak Terduga,Gaya Hidup,Senang,2035-02-25,20
644334,Tidak Terduga,Sial,Tidak Baik,2035-02-26,19
722764,Tidak Terduga,Esensial,Buruk,2035-02-27,20
428535,Sekunder,Esensial,Baik,2035-02-28,5
119856,Primer,Teratur,Senang,2035-03-01,19
839676,Primer,Terencana,Baik,2035-03-02,20
678665,Tidak Terduga,Luxury,Baik,2035-03-03,18
339727,Tersier,Irasional,Tidak Baik,2035-03-04,8
866821,Primer,Gaya Hidup,Buruk,2035-03-05,7
288421,Tersier,Irasional,Senang,2035-03-06,11
777748,Tidak Terduga,Gaya Hidup,Senang,2035-03-07,18
107077,Tidak Terduga,Gaya Hidup,Senang,2035-03-08,16
116023,Primer,Gaya Hidup,Senang,2035-03-09,13
310989,Tidak Terduga,Gaya Hidup,Buruk,2035-03-10,18
191712,Tersier,Luxury,Baik,2035-03-11,17
428458,Tidak Terduga,Kewajiban,Tidak Baik,2035-03-12,15
776247,Tidak Terduga,Gaya Hidup,Buruk,2035-03-13,16
851968,Primer,Esensial,Tidak Baik,2035-03-14,15
694693,Sekunder,Sial,Senang,2035-03-15,20
191771,Tersier,Teratur,Buruk,2035-03-16,6
805584,Sekunder,Terencana,Baik,2035-03-17,12
438548,Tidak Terduga,Irasional,Baik,2035-03-18,14
362061,Tersier,Luxury,Baik,2035-03-19,1
408221,Tidak Terduga,Terencana,Tidak Baik,2035-03-20,10
141726,Sekunder,Luxury,Buruk,2035-03-21,4
125966,Sekunder,Esensial,Baik,2035-03-22,8
35447,Tersier,Esensial,Baik,2035-03-23,9
353241,Tidak Terduga,Luxury,Tidak Baik,2035-03-24,17
496339,Sekunder,Esensial,Tidak Baik,2035-03-25,6
407400,Tersier,Sial,Senang,2035-03-26,2
828329,Tidak Terduga,Esensial,Senang,2035-03-27,17
312870,Tidak Terduga,Gaya Hidup,Senang,2035-03-28,9
137197,Tersier,Irasional,Buruk,2035-03-29,20
168943,Tidak Terduga,Esensial,Baik,2035-03-30,8
121537,Sekunder,Irasional,Baik,2035-03-31,4
226494,Sekunder,Gaya Hidup,Tidak Baik,2035-04-01,11
481914,Tersier,Gaya Hidup,Buruk,2035-04-02,7
500646,Primer,Kewajiban,Baik,2035-04-03,20
614041,Tidak Terduga,Esensial,Senang,2035-04-04,17
611687,Sekunder,Luxury,Baik,2035-04-05,7
567333,Sekunder,Teratur,Buruk,2035-04-06,20
457865,Sekunder,Kewajiban,Senang,2035-04-07,3
138310,Sekunder,Irasional,Buruk,2035-04-08,5
57537,Tidak Terduga,Kewajiban,Tidak Baik,2035-04-09,5
123972,Primer,Kewajiban,Senang,2035-04-10,13
401106,Tidak Terduga,Sial,Buruk,2035-04-11,1
611141,Tidak Terduga,Sial,Senang,2035-04-12,1
127584,Tersier,Irasional,Senang,2035-04-13,1
655920,Sekunder,Sial,Tidak Baik,2035-04-14,3
657094,Sekunder,Gaya Hidup,Senang,2035-04-15,10
852543,Primer,Esensial,Senang,2035-04-16,10
370189,Primer,Terencana,Senang,2035-04-17,2
935674,Tersier,Sial,Tidak Baik,2035-04-18,15
433951,Tersier,Sial,Senang,2035-04-19,13
42940,Tersier,Terencana,Baik,2035-04-20,5
336024,Sekunder,Gaya Hidup,Buruk,2035-04-21,20
463911,Sekunder,Luxury,Senang,2035-04-22,3
436637,Primer,Luxury,Senang,2035-04-23,10
847018,Primer,Kewajiban,Tidak Baik,2035-04-24,8
118813,Tersier,Sial,Baik,2035-04-25,2
790053,Tidak Terduga,Sial,Buruk,2035-04-26,10
974909,Primer,Teratur,Senang,2035-04-27,19
616716,Sekunder,Gaya Hidup,Senang,2035-04-28,3
979178,Primer,Teratur,Tidak Baik,2035-04-29,7
284533,Sekunder,Gaya Hidup,Baik,2035-04-30,10
629743,Tidak Terduga,Gaya Hidup,Buruk,2035-05-01,4
576417,Tersier,Teratur,Senang,2035-05-02,1
207820,Tersier,Kewajiban,Baik,2035-05-03,7
748605,Tersier,Kewajiban,Baik,2035-05-04,17
429226,Primer,Irasional,Senang,2035-05-05,19
207735,Tersier,Terencana,Senang,2035-05-06,16
175584,Sekunder,Kewajiban,Buruk,2035-05-07,11
311981,Primer,Teratur,Senang,2035-05-08,5
345759,Primer,Teratur,Buruk,2035-05-09,18
311444,Tidak Terduga,Terencana,Tidak Baik,2035-05-10,16
547077,Tidak Terduga,Gaya Hidup,Senang,2035-05-11,5
183023,Primer,Terencana,Senang,2035-05-12,2
96340,Primer,Luxury,Buruk,2035-05-13,19
205329,Primer,Sial,Tidak Baik,2035-05-14,20
485791,Primer,Terencana,Senang,2035-05-15,18
319366,Primer,Gaya Hidup,Tidak Baik,2035-05-16,14
471557,Sekunder,Luxury,Tidak Baik,2035-05-17,11
344313,Primer,Irasional,Tidak Baik,2035-05-18,13
537753,Sekunder,Luxury,Baik,2035-05-19,10
850685,Tersier,Gaya Hidup,Baik,2035-05-20,6
110657,Sekunder,Esensial,Buruk,2035-05-21,5
408666,Tersier,Irasional,Buruk,2035-05-22,10
293926,Tidak Terduga,Esensial,Baik,2035-05-23,1
288568,Tidak Terduga,Teratur,Buruk,2035-05-24,11
785917,Primer,Gaya Hidup,Tidak Baik,2035-05-25,20
685395,Sekunder,Esensial,Baik,2035-05-26,5
549886,Tersier,Gaya Hidup,Tidak Baik,2035-05-27,2
652651,Tersier,Esensial,Tidak Baik,2035-05-28,17
676624,Sekunder,Teratur,Buruk,2035-05-29,6
235047,Primer,Gaya Hidup,Senang,2035-05-30,8
510102,Sekunder,Irasional,Buruk,2035-05-31,11
142168,Tidak Terduga,Luxury,Senang,2035-06-01,8
172071,Tidak Terduga,Esensial,Baik,2035-06-02,1
349457,Primer,Sial,Buruk,2035-06-03,19
37096,Sekunder,Sial,Baik,2035-06-04,16
444913,Tidak Terduga,Luxury,Tidak Baik,2035-06-05,14
378354,Tersier,Teratur,Senang,2035-06-06,14
912495,Tersier,Irasional,Baik,2035-06-07,20
680318,Sekunder,Sial,Senang,2035-06-08,4
428343,Primer,Teratur,Senang,2035-06-09,20
873135,Tersier,Sial,Tidak Baik,2035-06-10,9
934080,Tersier,Terencana,Tidak Baik,2035-06-11,18
375549,Tidak Terduga,Sial,Senang,2035-06-12,20
491607,Tersier,Kewajiban,Baik,2035-06-13,13
380996,Sekunder,Terencana,Tidak Baik,2035-06-14,5
481533,Sekunder,Luxury,Buruk,2035-06-15,19
885088,Tidak Terduga,Luxury,Baik,2035-06-16,18
893539,Sekunder,Gaya Hidup,Baik,2035-06-17,2
931259,Sekunder,Terencana,Senang,2035-06-18,12
712661,Tidak Terduga,Luxury,Buruk,2035-06-19,13
653266,Tidak Terduga,Sial,Tidak Baik,2035-06-20,18
172736,Tidak Terduga,Sial,Baik,2035-06-21,5
345029,Tidak Terduga,Kewajiban,Tidak Baik,2035-06-22,1
366241,Tersier,Luxury,Buruk,2035-06-23,3
662512,Primer,Terencana,Tidak Baik,2035-06-24,16
759066,Tidak Terduga,Kewajiban,Baik,2035-06-25,12
240608,Sekunder,Luxury,Tidak Baik,2035-06-26,8
532278,Primer,Irasional,Baik,2035-06-27,1
359445,Primer,Esensial,Buruk,2035-06-28,15
216266,Primer,Gaya Hidup,Senang,2035-06-29,20
447584,Tersier,Kewajiban,Buruk,2035-06-30,14
364640,Tersier,Teratur,Tidak Baik,2035-07-01,14
335605,Tidak Terduga,Sial,Buruk,2035-07-02,4
800571,Sekunder,Kewajiban,Senang,2035-07-03,17
758716,Tidak Terduga,Kewajiban,Buruk,2035-07-04,14
693646,Primer,Terencana,Buruk,2035-07-05,19
544858,Tidak Terduga,Gaya Hidup,Baik,2035-07-06,11
633853,Primer,Luxury,Baik,2035-07-07,16
849959,Sekunder,Terencana,Tidak Baik,2035-07-08,5
284200,Primer,Sial,Tidak Baik,2035-07-09,10
371716,Tersier,Irasional,Baik,2035-07-10,1
424322,Tidak Terduga,Kewajiban,Tidak Baik,2035-07-11,10
323916,Tidak Terduga,Gaya Hidup,Baik,2035-07-12,8
886156,Tersier,Irasional,Tidak Baik,2035-07-13,10
854040,Tersier,Teratur,Baik,2035-07-14,16
442022,Tersier,Gaya Hidup,Buruk,2035-07-15,9
412746,Primer,Teratur,Tidak Baik,2035-07-16,4
149420,Tersier,Esensial,Buruk,2035-07-17,6
621240,Sekunder,Teratur,Baik,2035-07-18,11
239505,Tidak Terduga,Luxury,Senang,2035-07-19,8
650995,Tidak Terduga,Gaya Hidup,Tidak Baik,2035-07-20,3
602133,Sekunder,Esensial,Tidak Baik,2035-07-21,7
218667,Tidak Terduga,Luxury,Senang,2035-07-22,16
744827,Tersier,Teratur,Buruk,2035-07-23,20
834905,Tidak Terduga,Gaya Hidup,Buruk,2035-07-24,11
606820,Sekunder,Luxury,Tidak Baik,2035-07-25,13
58223,Tersier,Gaya Hidup,Senang,2035-07-26,4
792538,Primer,Kewajiban,Buruk,2035-07-27,1
514045,Primer,Gaya Hidup,Tidak Baik,2035-07-28,2
772776,Tersier,Teratur,Buruk,2035-07-29,16
249832,Tidak Terduga,Gaya Hidup,Tidak Baik,2035-07-30,16
489753,Sekunder,Irasional,Tidak Baik,2035-07-31,16
866433,Tersier,Teratur,Senang,2035-08-01,7
335482,Sekunder,Terencana,Tidak Baik,2035-08-02,6
901662,Primer,Esensial,Buruk,2035-08-03,3
756490,Tersier,Irasional,Baik,2035-08-04,16
102518,Tersier,Terencana,Baik,2035-08-05,12
888747,Sekunder,Irasional,Baik,2035-08-06,2
918970,Primer,Irasional,Senang,2035-08-07,8
864306,Primer,Sial,Senang,2035-08-08,14
863665,Tersier,Sial,Tidak Baik,2035-08-09,3
459016,Sekunder,Luxury,Tidak Baik,2035-08-10,19
735668,Tersier,Gaya Hidup,Senang,2035-08-11,6
553557,Tidak Terduga,Terencana,Senang,2035-08-12,2
175939,Primer,Esensial,Buruk,2035-08-13,5
694100,Primer,Kewajiban,Tidak Baik,2035-08-14,11
347543,Tersier,Terencana,Senang,2035-08-15,20
283777,Tersier,Terencana,Senang,2035-08-16,19
294955,Tersier,Teratur,Baik,2035-08-17,20
720658,Primer,Kewajiban,Senang,2035-08-18,3
191630,Primer,Esensial,Senang,2035-08-19,19
779979,Primer,Irasional,Senang,2035-08-20,7
473681,Tidak Terduga,Gaya Hidup,Buruk,2035-08-21,17
857406,Tersier,Gaya Hidup,Buruk,2035-08-22,16
425303,Primer,Sial,Senang,2035-08-23,7
107558,Tidak Terduga,Gaya Hidup,Senang,2035-08-24,7
500880,Tersier,Teratur,Baik,2035-08-25,15
656979,Sekunder,Irasional,Tidak Baik,2035-08-26,2
532514,Sekunder,Gaya Hidup,Tidak Baik,2035-08-27,7
640527,Tersier,Irasional,Buruk,2035-08-28,10
450274,Tersier,Irasional,Buruk,2035-08-29,6
590324,Tersier,Teratur,Senang,2035-08-30,10
561221,Sekunder,Teratur,Baik,2035-08-31,10
998355,Tidak Terduga,Luxury,Baik,2035-09-01,9
995101,Sekunder,Kewajiban,Senang,2035-09-02,15
941877,Primer,Teratur,Buruk,2035-09-03,10
755309,Tersier,Terencana,Tidak Baik,2035-09-04,18
468620,Sekunder,Gaya Hidup,Baik,2035-09-05,20
600053,Tersier,Irasional,Tidak Baik,2035-09-06,1
68551,Tidak Terduga,Kewajiban,Tidak Baik,2035-09-07,9
859130,Primer,Gaya Hidup,Senang,2035-09-08,16
406993,Sekunder,Teratur,Baik,2035-09-09,14
765716,Tidak Terduga,Sial,Senang,2035-09-10,1
969001,Tidak Terduga,Gaya Hidup,Senang,2035-09-11,15
881755,Primer,Terencana,Baik,2035-09-12,18
592986,Primer,Luxury,Baik,2035-09-13,14
652665,Primer,Esensial,Buruk,2035-09-14,5
699180,Tidak Terduga,Kewajiban,Tidak Baik,2035-09-15,8
988819,Sekunder,Terencana,Tidak Baik,2035-09-16,11
119110,Tidak Terduga,Kewajiban,Senang,2035-09-17,3
144682,Sekunder,Sial,Senang,2035-09-18,1
836306,Tidak Terduga,Teratur,Baik,2035-09-19,16
290289,Primer,Sial,Buruk,2035-09-20,14
719545,Tersier,Terencana,Senang,2035-09-21,11
726982,Tidak Terduga,Kewajiban,Senang,2035-09-22,3
402253,Tidak Terduga,Sial,Tidak Baik,2035-09-23,20
204418,Tersier,Gaya Hidup,Senang,2035-09-24,3
708428,Tidak Terduga,Kewajiban,Tidak Baik,2035-09-25,16
672439,Tidak Terduga,Luxury,Baik,2035-09-26,2
76448,Tidak Terduga,Terencana,Baik,2035-09-27,18
620579,Tidak Terduga,Esensial,Tidak Baik,2035-09-28,12
706364,Tidak Terduga,Irasional,Tidak Baik,2035-09-29,3
740380,Sekunder,Terencana,Buruk,2035-09-30,16
708159,Sekunder,Kewajiban,Tidak Baik,2035-10-01,8
449029,Sekunder,Sial,Senang,2035-10-02,6
819245,Tidak Terduga,Irasional,Buruk,2035-10-03,18
377704,Tidak Terduga,Gaya Hidup,Tidak Baik,2035-10-04,19
864908,Sekunder,Sial,Senang,2035-10-05,12
481365,Primer,Terencana,Buruk,2035-10-06,3
141090,Sekunder,Teratur,Senang,2035-10-07,9
41060,Tidak Terduga,Kewajiban,Buruk,2035-10-08,12
133396,Tidak Terduga,Kewajiban,Baik,2035-10-09,13
301306,Primer,Luxury,Baik,2035-10-10,7
262785,Sekunder,Teratur,Buruk,2035-10-11,9
565482,Tersier,Sial,Senang,2035-10-12,2
813132,Primer,Irasional,Tidak Baik,2035-10-13,20
573998,Tidak Terduga,Irasional,Tidak Baik,2035-10-14,3
615098,Primer,Esensial,Senang,2035-10-15,18
638717,Primer,Kewajiban,Baik,2035-10-16,12
751068,Tersier,Terencana,Senang,2035-10-17,17
633178,Tersier,Terencana,Senang,2035-10-18,1
261768,Primer,Terencana,Senang,2035-10-19,12
497432,Sekunder,Luxury,Buruk,2035-10-20,12
422292,Primer,Irasional,Tidak Baik,2035-10-21,18
440133,Tersier,Terencana,Baik,2035-10-22,3
515556,Tersier,Luxury,Tidak Baik,2035-10-23,4
839859,Tersier,Kewajiban,Senang,2035-10-24,11
742565,Tersier,Esensial,Baik,2035-10-25,15
647181,Tersier,Kewajiban,Senang,2035-10-26,9
753975,Tidak Terduga,Sial,Senang,2035-10-27,9
554776,Primer,Teratur,Tidak Baik,2035-10-28,20
188067,Sekunder,Sial,Tidak Baik,2035-10-29,13
391724,Sekunder,Teratur,Baik,2035-10-30,12
55755,Tidak Terduga,Irasional,Senang,2035-10-31,8
536222,Primer,Terencana,Baik,2035-11-01,20
139627,Tersier,Kewajiban,Buruk,2035-11-02,4
339783,Tersier,Sial,Senang,2035-11-03,13
466181,Sekunder,Irasional,Tidak Baik,2035-11-04,2
995264,Sekunder,Irasional,Senang,2035-11-05,16
120025,Tidak Terduga,Esensial,Senang,2035-11-06,16
151707,Primer,Kewajiban,Tidak Baik,2035-11-07,1
901699,Primer,Kewajiban,Senang,2035-11-08,2
795618,Tersier,Kewajiban,Baik,2035-11-09,10
178557,Primer,Kewajiban,Tidak Baik,2035-11-10,1
395249,Primer,Teratur,Baik,2035-11-11,19
357040,Tidak Terduga,Luxury,Tidak Baik,2035-11-12,8
389731,Tidak Terduga,Irasional,Tidak Baik,2035-11-13,1
507450,Tersier,Irasional,Baik,2035-11-14,10
852366,Tidak Terduga,Esensial,Tidak Baik,2035-11-15,11
246916,Tersier,Luxury,Tidak Baik,2035-11-16,10
576428,Tidak Terduga,Sial,Baik,2035-11-17,4
536384,Tidak Terduga,Sial,Senang,2035-11-18,18
395219,Sekunder,Esensial,Tidak Baik,2035-11-19,9
529292,Sekunder,Irasional,Buruk,2035-11-20,1
132365,Tidak Terduga,Irasional,Senang,2035-11-21,8
489450,Tidak Terduga,Esensial,Senang,2035-11-22,20
787065,Tidak Terduga,Teratur,Senang,2035-11-23,18
760609,Sekunder,Gaya Hidup,Buruk,2035-11-24,5
504425,Tersier,Esensial,Buruk,2035-11-25,6
364400,Primer,Luxury,Senang,2035-11-26,3
100437,Tidak Terduga,Kewajiban,Senang,2035-11-27,18
344849,Tidak Terduga,Terencana,Buruk,2035-11-28,1
76853,Sekunder,Irasional,Buruk,2035-11-29,7
879541,Tidak Terduga,Esensial,Senang,2035-11-30,19
775305,Tersier,Sial,Senang,2035-12-01,13
150675,Primer,Terencana,Buruk,2035-12-02,13
53682,Tidak Terduga,Luxury,Buruk,2035-12-03,6
920429,Tersier,Luxury,Buruk,2035-12-04,2
389743,Primer,Luxury,Tidak Baik,2035-12-05,8
709445,Sekunder,Teratur,Senang,2035-12-06,17
144675,Primer,Terencana,Baik,2035-12-07,12
740032,Tersier,Sial,Buruk,2035-12-08,18
868913,Primer,Esensial,Tidak Baik,2035-12-09,18
202337,Primer,Luxury,Baik,2035-12-10,13
806459,Sekunder,Sial,Baik,2035-12-11,9
285761,Primer,Terencana,Baik,2035-12-12,1
571058,Sekunder,Gaya Hidup,Tidak Baik,2035-12-13,15
212927,Tidak Terduga,Teratur,Tidak Baik,2035-12-14,18
608719,Primer,Luxury,Tidak Baik,2035-12-15,18
197914,Primer,Irasional,Baik,2035-12-16,1
377067,Sekunder,Luxury,Senang,2035-12-17,5
617044,Primer,Gaya Hidup,Senang,2035-12-18,13
477080,Tersier,Sial,Buruk,2035-12-19,11
514498,Sekunder,Kewajiban,Buruk,2035-12-20,6
273118,Sekunder,Luxury,Buruk,2035-12-21,20
866507,Tidak Terduga,Luxury,Buruk,2035-12-22,11
454723,Primer,Teratur,Baik,2035-12-23,3
690351,Tersier,Luxury,Tidak Baik,2035-12-24,13
223411,Tidak Terduga,Terencana,Tidak Baik,2035-12-25,10
225440,Primer,Kewajiban,Senang,2035-12-26,14
